id,longitude,latitude,dist_to_prev_m,utm_x,utm_y
236,106.881768,-6.112432,0.4422510721704273,708247.9739766759,9324002.696000043
237,106.881773,-6.112432,0.5528138417842255,708248.5275031242,9324002.694063582
238,106.881777,-6.112432,0.4422510737416187,708248.9703242851,9324002.692514408
239,106.881782,-6.112432,0.5528138417842255,708249.5238507376,9324002.690577937
240,106.881786,-6.112432,0.4422510737416187,708249.9666719006,9324002.689028757
241,106.881791,-6.112432,0.5528138417842255,708250.5201983562,9324002.687092276
242,106.881795,-6.112432,0.4422510721704273,708250.9630195199,9324002.685543088
243,106.8818,-6.112432,0.5528138417842255,708251.5165459767,9324002.683606597
244,106.881804,-6.112432,0.4422510737416187,708251.9593671444,9324002.682057401
245,106.881809,-6.112432,0.5528138417842255,708252.5128936053,9324002.680120902
246,106.881813,-6.112432,0.4422510721704273,708252.9557147737,9324002.6785717
247,106.881818,-6.112432,0.5528138417842255,708253.5092412363,9324002.67663519
248,106.881822,-6.112432,0.4422510737416187,708253.9520624082,9324002.67508598
249,106.881827,-6.112432,0.5528138417842255,708254.5055888749,9324002.673149463
250,106.881831,-6.112432,0.4422510737416187,708254.9484100491,9324002.671600245
251,106.881836,-6.112432,0.5528138417842255,708255.5019365187,9324002.669663718
252,106.88184,-6.112432,0.4422510721704273,708255.9447576938,9324002.668114493
253,106.881845,-6.112432,0.5528138417842255,708256.4982841648,9324002.666177956
254,106.881849,-6.112432,0.4422510737416187,708256.9411053435,9324002.664628724
255,106.881854,-6.112432,0.5528138417842255,708257.4946318186,9324002.662692178
256,106.881858,-6.112432,0.4422510721704273,708257.9374529981,9324002.661142938
257,106.881863,-6.112432,0.5528138417842255,708258.4909794747,9324002.659206383
258,106.881867,-6.112432,0.4422510737416187,708258.933800658,9324002.657657135
259,106.881872,-6.112432,0.5528138417842255,708259.4873271388,9324002.655720571
260,106.881876,-6.112431,0.45601570620552073,708259.9305352747,9324002.764772639
263,106.881759,-6.112436,12.947786069591396,708246.9760813658,9324002.257080397
264,106.881764,-6.112436,0.552813837651279,708247.5296078088,9324002.255143944
265,106.881768,-6.112436,0.4422510688640701,708247.9724289626,9324002.253594777
266,106.881773,-6.112436,0.552813837651279,708248.525955407,9324002.251658313
267,106.881777,-6.112436,0.44225107043526146,708248.9687765643,9324002.250109138
268,106.881782,-6.112436,0.552813837651279,708249.5223030129,9324002.248172667
269,106.881786,-6.112436,0.44225107043526146,708249.9651241726,9324002.246623484
270,106.881791,-6.112436,0.552813837651279,708250.5186506241,9324002.244687002
271,106.881795,-6.112436,0.4422510688640701,708250.9614717845,9324002.243137812
272,106.8818,-6.112436,0.552813837651279,708251.5149982374,9324002.241201323
273,106.881804,-6.112436,0.44225107043526146,708251.9578194015,9324002.239652125
274,106.881809,-6.112436,0.552813837651279,708252.5113458585,9324002.237715624
275,106.881813,-6.112436,0.4422510688640701,708252.9541670234,9324002.236166421
276,106.881818,-6.112436,0.552813837651279,708253.5076934819,9324002.234229911
